t1,t2,gazeXYPix_1,gazeXYPix_2,gazeXYDeg_1,gazeXYDeg_2
1717858920.90772,436062812,120,-240,2.02800508393343,-4.05601016786687
1717858920.91693,436062822,119,-240,2.01110504156732,-4.05601016786687
1717858920.92342,436062828,119,-242,2.01110504156732,-4.08981025259909
1717858920.93444,436062839,120,-241,2.02800508393343,-4.07291021023298
1717858920.94379,436062848,120,-242,2.02800508393343,-4.08981025259909
1717858920.95357,436062858,119,-244,2.01110504156732,-4.12361033733132
1717858920.96347,436062868,119,-243,2.01110504156732,-4.10671029496521
1717858920.97305,436062878,119,-239,2.01110504156732,-4.03911012550076
1717858920.98438,436062889,120,-240,2.02800508393343,-4.05601016786687
1717858920.99436,436062899,121,-240,2.04490512629955,-4.05601016786687
1717858921.00423,436062909,120,-238,2.02800508393343,-4.02221008313465
1717858921.01413,436062919,118,-239,1.99420499920121,-4.03911012550076
1717858921.02397,436062929,118,-238,1.99420499920121,-4.02221008313465
1717858921.03309,436062938,119,-240,2.01110504156732,-4.05601016786687
1717858921.04391,436062949,121,-239,2.04490512629955,-4.03911012550076
1717858921.05372,436062958,119,-239,2.01110504156732,-4.03911012550076
1717858921.06352,436062968,120,-237,2.02800508393343,-4.00531004076853
1717858921.07332,436062978,119,-240,2.01110504156732,-4.05601016786687
1717858921.08314,436062988,120,-240,2.02800508393343,-4.05601016786687
1717858921.09436,436062999,119,-239,2.01110504156732,-4.03911012550076
1717858921.10383,436063008,119,-238,2.01110504156732,-4.02221008313465
1717858921.11371,436063018,117,-236,1.9773049568351,-3.98840999840242
1717858921.12355,436063028,116,-238,1.96040491446899,-4.02221008313465
1717858921.13337,436063038,116,-237,1.96040491446899,-4.00531004076853
1717858921.14319,436063048,117,-239,1.9773049568351,-4.03911012550076
1717858921.15409,436063059,117,-238,1.9773049568351,-4.02221008313465
1717858921.16305,436063068,116,-239,1.96040491446899,-4.03911012550076
1717858921.17392,436063079,117,-235,1.9773049568351,-3.97150995603631
1717858921.18378,436063088,118,-236,1.99420499920121,-3.98840999840242
1717858921.19363,436063098,117,-237,1.9773049568351,-4.00531004076853
1717858921.20349,436063108,117,-236,1.9773049568351,-3.98840999840242
1717858921.21334,436063118,117,-235,1.9773049568351,-3.97150995603631
