t1,t2,gazeXYPix_1,gazeXYPix_2,gazeXYDeg_1,gazeXYDeg_2
1718377469.14303,85574446,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.15117,85574454,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.16203,85574465,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.17119,85574475,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.18159,85574485,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.19195,85574495,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.20102,85574504,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.21137,85574514,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.22171,85574525,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.23201,85574535,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.24091,85574544,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.25086,85574554,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.2621,85574565,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.27203,85574575,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.28197,85574585,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.29194,85574595,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.30196,85574605,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.31195,85574615,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.3209,85574624,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.33089,85574634,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.34092,85574644,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.35085,85574654,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.36088,85574664,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.37091,85574674,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.38123,85574684,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.39125,85574695,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.40117,85574704,-2560,1440,-43.2641084572466,24.3360610072012
1718377469.41131,85574714,717,74,12.1173303765023,1.25060313509228
1718377469.42124,85574724,672,183,11.3568284700272,3.09270775299849
1718377469.4313,85574734,543,222,9.17672300479879,3.75180940527685
1718377469.44123,85574744,554,277,9.36262347082602,4.68131173541301
1718377469.4514,85574754,533,342,9.00772258113767,5.77981448921029
1718377469.46143,85574764,529,388,8.94012241167323,6.55721643805144
