experiment,pavloviaSessionId,posixTimeSec,cursorPositionXYPx,crosshairPositionXYPx,targetPositionXYPx,blockNumber,block_condition,conditionNumber,conditionName,trialNumber,pxPerCm,viewingDistanceCm,screenWidthPx,screenHeightPx,nearpointXYPx,trialStep,targetBool,crosshairBool
trackingdemo5,GrandBlackFig226,1738612092.15,"774,903","773,473",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,42.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.166,"774,903","773,473",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,42.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.192,"774,903","773,473",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,42.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.217,"774,902","773,472",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,42.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.225,"774,902","773,472",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,42.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.26,"774,902","773,472",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,42.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.277,"774,900","772,472",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,41.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.297,"774,900","772,471",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,41.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.328,"774,899","772,471",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,41.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.347,"774,897","772,471",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,41.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.372,"775,893","772,470",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,41.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
trackingdemo5,GrandBlackFig226,1738612092.399,"783,858","772,470",,1,1_1,1,Dynamic_Foveal,1,45.95744680851064,41.9,1512,945,"756,472",trialInstructionRoutineEachFrame,FALSE,TRUE
