t1,t2,gazeXYPix_1,gazeXYPix_2,gazeXYDeg_1,gazeXYDeg_2
1718462414.11432,7662846,-2560,1440,-43.2641084572466,24.3360610072012
1718462414.12351,7662855,-2560,1440,-43.2641084572466,24.3360610072012
1718462414.13039,7662862,-2560,1440,-43.2641084572466,24.3360610072012
1718462414.13994,7662871,-2560,1440,-43.2641084572466,24.3360610072012
1718462414.14978,7662881,-2560,1440,-43.2641084572466,24.3360610072012
1718462414.15971,7662891,-2560,1440,-43.2641084572466,24.3360610072012
1718462414.17072,7662902,-2560,1440,-43.2641084572466,24.3360610072012
1718462414.17962,7662911,644,-1014,10.8836272837761,-17.1366429592375
1718462414.19004,7662921,386,-736,6.52341635331922,-12.4384311814584
1718462414.20024,7662932,233,-521,3.93770987130409,-8.80492207274433
1718462414.20923,7662941,161,-347,2.72090682094403,-5.86431470104085
1718462414.21957,7662951,161,-215,2.72090682094403,-3.63350910871407
1718462414.2299,7662961,146,-126,2.46740618545235,-2.12940533813011
1718462414.24,7662971,150,-66,2.53500635491679,-1.11540279616339
1718462414.24929,7662981,145,-48,2.45050614308623,-0.811202033573374
1718462414.25923,7662991,142,-46,2.3998060159879,-0.77740194884115
1718462414.27013,7663002,140,-46,2.36600593125567,-0.77740194884115
1718462414.27913,7663011,136,-44,2.29840576179123,-0.743601864108926
1718462414.28957,7663021,131,-37,2.21390554996067,-0.625301567546142
1718462414.29951,7663031,124,-35,2.09560525339788,-0.591501482813918
1718462414.30945,7663041,123,-31,2.07870521103177,-0.523901313349471
1718462414.31923,7663051,119,-25,2.01110504156732,-0.422501059152799
1718462414.33034,7663062,115,-20,1.94350487210288,-0.338000847322239
1718462414.3395,7663071,117,-17,1.9773049568351,-0.287300720223903
1718462414.35041,7663082,115,-15,1.94350487210288,-0.253500635491679
1718462414.36004,7663091,119,-13,2.01110504156732,-0.219700550759455
1718462414.36948,7663101,117,-6,1.9773049568351,-0.101400254196672
1718462414.37998,7663111,116,-4,1.96040491446899,-0.0676001694644478
1718462414.39016,7663122,116,3,1.96040491446899,0.0507001270983359
1718462414.39952,7663131,116,3,1.96040491446899,0.0507001270983359
1718462414.40967,7663141,113,9,1.90970478737065,0.152100381295008
1718462414.41949,7663151,111,13,1.87590470263843,0.219700550759455
1718462414.42937,7663161,110,18,1.85900466027232,0.304200762590015
1718462414.44019,7663172,105,20,1.77450444844176,0.338000847322239
1718462414.44932,7663181,106,17,1.79140449080787,0.287300720223903
1718462414.46014,7663192,102,17,1.72380432134342,0.287300720223903
1718462414.46952,7663201,100,18,1.6900042366112,0.304200762590015
1718462414.4794,7663211,97,16,1.63930410951286,0.270400677857791
1718462414.49046,7663222,93,18,1.57170394004841,0.304200762590015
1718462414.49954,7663231,95,18,1.60550402478064,0.304200762590015
1718462414.50988,7663241,93,18,1.57170394004841,0.304200762590015
1718462414.51966,7663251,90,17,1.52100381295008,0.287300720223903
1718462414.52915,7663261,90,20,1.52100381295008,0.338000847322239
