Subject,Date,Condition,Meridian,Device,ScreenWidth,distanceByBlindspot,Threshold,Bouma,GoodThreshold_bool
7,2025-07-01,Flies,right,Windows,52.6,44.92095102,3.07356792251793,0.307356792251793,1
8,2025-07-01,Stationary,left,Windows,34.1,44.16913225,0.955998850329276,0.0955998850329276,1
8,2025-07-01,Stationary,right,Windows,34.1,44.16913225,0.881091253361399,0.0881091253361399,1
8,2025-07-01,Dynamic,left,Windows,34.1,44.16913225,3.56023366916028,0.356023366916028,1
8,2025-07-01,Dynamic,right,Windows,34.1,44.16913225,2.85832410603905,0.285832410603905,1
8,2025-07-01,Flies,left,Windows,34.1,44.16913225,1.04698494057377,0.104698494057377,1
8,2025-07-01,Flies,right,Windows,34.1,44.16913225,3.42693323185331,0.342693323185331,1
9,2025-07-02,Stationary,left,Windows,11.3,37.26553484,4.99999999613144,0.499999999613144,0
9,2025-07-02,Stationary,right,Windows,11.3,37.26553484,4.99999999613144,0.499999999613144,0
9,2025-07-02,Dynamic,left,Windows,11.3,37.26553484,4.99999999613144,0.499999999613144,0
9,2025-07-02,Dynamic,right,Windows,11.3,37.26553484,4.99999999613144,0.499999999613144,0
9,2025-07-02,Flies,left,Windows,11.3,37.26553484,4.99999999613144,0.499999999613144,0
9,2025-07-02,Flies,right,Windows,11.3,37.26553484,4.99999999613144,0.499999999613144,0
10,2025-07-02,Stationary,left,Windows,34.3,52.52226556,5.90072480899048,0.590072480899048,1
10,2025-07-02,Stationary,right,Windows,34.3,52.52226556,5.81185315932102,0.581185315932102,1
10,2025-07-02,Dynamic,left,Windows,34.3,52.52226556,4.53526982050052,0.453526982050052,1
10,2025-07-02,Dynamic,right,Windows,34.3,52.52226556,3.17077453027941,0.317077453027941,1
10,2025-07-02,Flies,left,Windows,34.3,52.52226556,6.31139502270003,0.631139502270003,1
10,2025-07-02,Flies,right,Windows,34.3,52.52226556,3.14961756651042,0.314961756651042,1
11,2025-07-01,Stationary,left,Windows,51.7,171.5846175,1.77813177165108,0.177813177165108,1
11,2025-07-01,Stationary,right,Windows,51.7,171.5846175,0.783384358632612,0.0783384358632612,1
11,2025-07-01,Dynamic,left,Windows,51.7,171.5846175,5.30196367556599,0.530196367556599,1
11,2025-07-01,Dynamic,right,Windows,51.7,171.5846175,1.11120920157273,0.111120920157273,1
11,2025-07-01,Flies,left,Windows,51.7,171.5846175,1.81398483910749,0.181398483910749,1
11,2025-07-01,Flies,right,Windows,51.7,171.5846175,1.35297953013058,0.135297953013058,1
12,2025-07-01,Stationary,left,Windows,27.7,33.401646,5.09297924106965,0.509297924106965,1
12,2025-07-01,Stationary,right,Windows,27.7,33.401646,4.3800878187865,0.43800878187865,1
12,2025-07-01,Dynamic,left,Windows,27.7,33.401646,9.38785530072149,0.938785530072149,1
12,2025-07-01,Dynamic,right,Windows,27.7,33.401646,2.3016146700461,0.23016146700461,1
12,2025-07-01,Flies,left,Windows,27.7,33.401646,6.62023478713543,0.662023478713543,1
12,2025-07-01,Flies,right,Windows,27.7,33.401646,4.89648773502218,0.489648773502218,1
13,2025-07-02,Stationary,left,Windows,11.4,21.56360918,4.99999999613144,0.499999999613144,0
13,2025-07-02,Stationary,right,Windows,11.4,21.56360918,4.99999999613144,0.499999999613144,0
13,2025-07-02,Dynamic,left,Windows,11.4,21.56360918,4.99999999613144,0.499999999613144,0
13,2025-07-02,Dynamic,right,Windows,11.4,21.56360918,4.99999999613144,0.499999999613144,0
13,2025-07-02,Flies,left,Windows,11.4,21.56360918,4.99999999613144,0.499999999613144,0
13,2025-07-02,Flies,right,Windows,11.4,21.56360918,4.99999999613144,0.499999999613144,0
14,2025-07-01,Stationary,left,OS X,33.9,56.95451161,3.3076303632907,0.33076303632907,1
14,2025-07-01,Stationary,right,OS X,33.9,56.95451161,1.78010946754782,0.178010946754782,1
14,2025-07-01,Dynamic,left,OS X,33.9,56.95451161,5.7031785460584,0.57031785460584,1
14,2025-07-01,Dynamic,right,OS X,33.9,56.95451161,2.49222862563212,0.249222862563212,1
14,2025-07-01,Flies,left,OS X,33.9,56.95451161,6.43198501591222,0.643198501591222,1
14,2025-07-01,Flies,right,OS X,33.9,56.95451161,1.7402892239522,0.17402892239522,1
15,2025-07-02,Stationary,left,Linux,25.8,24.5486884,2.62978368068628,0.262978368068628,1
15,2025-07-02,Stationary,right,Linux,25.8,24.5486884,2.21667869910342,0.221667869910342,1
15,2025-07-02,Dynamic,left,Linux,25.8,24.5486884,6.67227310125977,0.667227310125977,1
15,2025-07-02,Dynamic,right,Linux,25.8,24.5486884,2.78679262152112,0.278679262152112,1
15,2025-07-02,Flies,left,Linux,25.8,24.5486884,6.83864744521308,0.683864744521308,1
15,2025-07-02,Flies,right,Linux,25.8,24.5486884,4.38178798320767,0.438178798320767,1
16,2025-07-01,Stationary,left,Windows,71.9,43.86955042,2.31829016612754,0.231829016612754,1
16,2025-07-01,Stationary,right,Windows,71.9,43.86955042,3.81473980472747,0.381473980472747,1
16,2025-07-01,Dynamic,left,Windows,71.9,43.86955042,4.85965444474771,0.485965444474771,1
16,2025-07-01,Dynamic,right,Windows,71.9,43.86955042,1.55731949405617,0.155731949405617,1
16,2025-07-01,Flies,left,Windows,71.9,43.86955042,6.16230367065807,0.616230367065807,1
16,2025-07-01,Flies,right,Windows,71.9,43.86955042,3.80098862572698,0.380098862572698,1
17,2025-07-01,Stationary,left,Windows,37.8,76.16139906,0.860253039951259,0.086025303995126,1
17,2025-07-01,Stationary,right,Windows,37.8,76.16139906,0.713819036883244,0.0713819036883244,1
17,2025-07-01,Dynamic,left,Windows,37.8,76.16139906,0.684087076525138,0.0684087076525138,1
17,2025-07-01,Dynamic,right,Windows,37.8,76.16139906,0.59350818686558,0.059350818686558,1
17,2025-07-01,Flies,left,Windows,37.8,76.16139906,0.610840352359078,0.0610840352359078,1
17,2025-07-01,Flies,right,Windows,37.8,76.16139906,0.758023256168937,0.0758023256168937,1
18,2025-07-01,Stationary,left,Windows,34,61.15628888,4.03428743869799,0.403428743869799,1
18,2025-07-01,Stationary,right,Windows,34,61.15628888,2.84290249076732,0.284290249076732,1
18,2025-07-01,Dynamic,left,Windows,34,61.15628888,5.21038434143852,0.521038434143852,1
18,2025-07-01,Dynamic,right,Windows,34,61.15628888,7.21145591611339,0.721145591611339,1
18,2025-07-01,Flies,left,Windows,34,61.15628888,5.54971684087914,0.554971684087914,1
18,2025-07-01,Flies,right,Windows,34,61.15628888,7.01743398833152,0.701743398833152,1
19,2025-07-02,Stationary,left,Windows,31.1,103.0290896,5.61915938703432,0.561915938703432,1
19,2025-07-02,Stationary,right,Windows,31.1,103.0290896,5.10771788698598,0.510771788698598,1
19,2025-07-02,Dynamic,left,Windows,31.1,103.0290896,7.59821608050434,0.759821608050434,1
19,2025-07-02,Dynamic,right,Windows,31.1,103.0290896,6.69581406040586,0.669581406040586,1
19,2025-07-02,Flies,left,Windows,31.1,103.0290896,8.98336684698966,0.898336684698966,1
19,2025-07-02,Flies,right,Windows,31.1,103.0290896,8.30277379606551,0.830277379606551,1
20,2025-07-02,Stationary,left,OS X,28.3,48.5009901,3.90721028981092,0.390721028981092,1
20,2025-07-02,Stationary,right,OS X,28.3,48.5009901,1.70354499936021,0.170354499936021,1
20,2025-07-02,Dynamic,left,OS X,28.3,48.5009901,4.94726661817126,0.494726661817126,1
20,2025-07-02,Dynamic,right,OS X,28.3,48.5009901,1.54679230188978,0.154679230188978,1
20,2025-07-02,Flies,left,OS X,28.3,48.5009901,5.82199379180918,0.582199379180918,1
20,2025-07-02,Flies,right,OS X,28.3,48.5009901,1.67916245447542,0.167916245447542,1
21,2025-07-02,Stationary,left,Windows,30,61.12172052,6.17015835222471,0.617015835222471,1
21,2025-07-02,Stationary,right,Windows,30,61.12172052,4.59472571481395,0.459472571481395,1
21,2025-07-02,Dynamic,left,Windows,30,61.12172052,28.3307322725922,2.83307322725922,1
21,2025-07-02,Dynamic,right,Windows,30,61.12172052,5.57871528054061,0.557871528054061,1
21,2025-07-02,Flies,left,Windows,30,61.12172052,12.0132288392154,1.20132288392154,1
21,2025-07-02,Flies,right,Windows,30,61.12172052,4.88855781751318,0.488855781751318,1
22,2025-07-02,Stationary,left,Windows,30.9,102.031134,6.01882226697674,0.601882226697674,1
22,2025-07-02,Stationary,right,Windows,30.9,102.031134,5.16126214707771,0.516126214707771,1
22,2025-07-02,Dynamic,left,Windows,30.9,102.031134,6.29306305069576,0.629306305069576,1
22,2025-07-02,Dynamic,right,Windows,30.9,102.031134,6.21962071004536,0.621962071004536,1
22,2025-07-02,Flies,left,Windows,30.9,102.031134,7.28504414839843,0.728504414839843,1
22,2025-07-02,Flies,right,Windows,30.9,102.031134,6.7930787146871,0.67930787146871,1
23,2025-07-01,Stationary,left,Windows,36.4,52.68545159,4.99999999613144,0.499999999613144,0
23,2025-07-01,Stationary,right,Windows,36.4,52.68545159,4.99999999613144,0.499999999613144,0
23,2025-07-01,Dynamic,left,Windows,36.4,52.68545159,4.99999999613144,0.499999999613144,0
23,2025-07-01,Dynamic,right,Windows,36.4,52.68545159,4.99999999613144,0.499999999613144,0
23,2025-07-01,Flies,left,Windows,36.4,52.68545159,4.99999999613144,0.499999999613144,0
23,2025-07-01,Flies,right,Windows,36.4,52.68545159,4.99999999613144,0.499999999613144,0
24,2025-07-02,Stationary,left,Windows,35,57.97727617,1.50875196245937,0.150875196245937,1
24,2025-07-02,Stationary,right,Windows,35,57.97727617,1.61931560089195,0.161931560089195,1
24,2025-07-02,Dynamic,left,Windows,35,57.97727617,4.76040052041958,0.476040052041958,1
24,2025-07-02,Dynamic,right,Windows,35,57.97727617,1.57867540891779,0.157867540891779,1
24,2025-07-02,Flies,left,Windows,35,57.97727617,5.74812390371407,0.574812390371407,1
24,2025-07-02,Flies,right,Windows,35,57.97727617,1.72566591463458,0.172566591463458,1
25,2025-07-01,Stationary,left,Windows,11.2,19.95500551,4.99999999613144,0.499999999613144,0
25,2025-07-01,Stationary,right,Windows,11.2,19.95500551,4.99999999613144,0.499999999613144,0
25,2025-07-01,Dynamic,left,Windows,11.2,19.95500551,4.99999999613144,0.499999999613144,0
25,2025-07-01,Dynamic,right,Windows,11.2,19.95500551,4.99999999613144,0.499999999613144,0
25,2025-07-01,Flies,left,Windows,11.2,19.95500551,4.99999999613144,0.499999999613144,0
25,2025-07-01,Flies,right,Windows,11.2,19.95500551,4.99999999613144,0.499999999613144,0
26,2025-07-01,Stationary,left,Windows,30.7,39.55527251,2.9549275965661,0.29549275965661,1
26,2025-07-01,Stationary,right,Windows,30.7,39.55527251,2.86930042725725,0.286930042725725,1
26,2025-07-01,Dynamic,left,Windows,30.7,39.55527251,2.91044977392801,0.291044977392801,1
26,2025-07-01,Dynamic,right,Windows,30.7,39.55527251,3.86099649168289,0.386099649168289,1
26,2025-07-01,Flies,left,Windows,30.7,39.55527251,3.28091648003496,0.328091648003496,1
26,2025-07-01,Flies,right,Windows,30.7,39.55527251,4.88400966835122,0.488400966835122,1
27,2025-07-02,Stationary,left,Windows,30.6,101.3,4.99999999613144,0.499999999613144,0
27,2025-07-02,Stationary,right,Windows,30.6,101.3,4.99999999613144,0.499999999613144,0
27,2025-07-02,Dynamic,left,Windows,30.6,101.3,4.99999999613144,0.499999999613144,0
27,2025-07-02,Dynamic,right,Windows,30.6,101.3,4.99999999613144,0.499999999613144,0
27,2025-07-02,Flies,left,Windows,30.6,101.3,4.99999999613144,0.499999999613144,0
27,2025-07-02,Flies,right,Windows,30.6,101.3,4.99999999613144,0.499999999613144,0
28,2025-07-02,Stationary,left,Windows,28.2,47.59391705,4.15945740255112,0.415945740255112,1
28,2025-07-02,Stationary,right,Windows,28.2,47.59391705,5.02122827832992,0.502122827832992,1
28,2025-07-02,Dynamic,left,Windows,28.2,47.59391705,4.10140869698146,0.410140869698146,1
28,2025-07-02,Dynamic,right,Windows,28.2,47.59391705,5.09565375009516,0.509565375009516,1
28,2025-07-02,Flies,left,Windows,28.2,47.59391705,3.14536894082712,0.314536894082712,1
28,2025-07-02,Flies,right,Windows,28.2,47.59391705,2.86960530141272,0.286960530141272,1
29,2025-07-01,Stationary,left,Windows,37.8,34.91451317,4.49615494157071,0.449615494157071,1
29,2025-07-01,Stationary,right,Windows,37.8,34.91451317,4.70640802602832,0.470640802602832,1
29,2025-07-01,Dynamic,left,Windows,37.8,34.91451317,4.96863776534879,0.496863776534879,1
29,2025-07-01,Dynamic,right,Windows,37.8,34.91451317,4.86133776682854,0.486133776682854,1
29,2025-07-01,Flies,left,Windows,37.8,34.91451317,5.71616154590606,0.571616154590606,1
29,2025-07-01,Flies,right,Windows,37.8,34.91451317,5.04482982549397,0.504482982549397,1
30,2025-07-02,Stationary,left,Windows,30.3,88.18997888,3.32963612664211,0.332963612664211,1
30,2025-07-02,Stationary,right,Windows,30.3,88.18997888,11.8598091405453,1.18598091405453,1
30,2025-07-02,Dynamic,left,Windows,30.3,88.18997888,25.2623100483032,2.52623100483032,1
30,2025-07-02,Dynamic,right,Windows,30.3,88.18997888,60.7841661036594,6.07841661036594,1
30,2025-07-02,Flies,left,Windows,30.3,88.18997888,108.998434903789,10.8998434903789,1
30,2025-07-02,Flies,right,Windows,30.3,88.18997888,28.6232861316859,2.86232861316859,1
31,2025-07-02,Stationary,left,Windows,34,39.04716429,4.50626297976589,0.450626297976589,1
31,2025-07-02,Stationary,right,Windows,34,39.04716429,3.55659555193703,0.355659555193703,1
31,2025-07-02,Dynamic,left,Windows,34,39.04716429,5.65571500537896,0.565571500537896,1
31,2025-07-02,Dynamic,right,Windows,34,39.04716429,3.24366078245976,0.324366078245976,1
31,2025-07-02,Flies,left,Windows,34,39.04716429,7.15297382786452,0.715297382786452,1
31,2025-07-02,Flies,right,Windows,34,39.04716429,3.12170182295927,0.312170182295927,1
32,2025-07-03,Stationary,left,Windows,35.1,116.0821039,3.01156921481635,0.301156921481635,1
32,2025-07-03,Stationary,right,Windows,35.1,116.0821039,4.54754758326825,0.454754758326825,1
32,2025-07-03,Dynamic,left,Windows,35.1,116.0821039,3.09777769941116,0.309777769941116,1
32,2025-07-03,Dynamic,right,Windows,35.1,116.0821039,3.08908678094883,0.308908678094883,1
32,2025-07-03,Flies,left,Windows,35.1,116.0821039,4.07470784084008,0.407470784084008,1
32,2025-07-03,Flies,right,Windows,35.1,116.0821039,3.07714980119682,0.307714980119682,1
33,2025-07-01,Stationary,left,Chrome OS,37.2,47.04906274,3.96297898179791,0.396297898179791,1
33,2025-07-01,Stationary,right,Chrome OS,37.2,47.04906274,3.52354502155713,0.352354502155713,1
33,2025-07-01,Dynamic,left,Chrome OS,37.2,47.04906274,5.92138430181482,0.592138430181482,1
33,2025-07-01,Dynamic,right,Chrome OS,37.2,47.04906274,4.38533323143888,0.438533323143888,1
33,2025-07-01,Flies,left,Chrome OS,37.2,47.04906274,5.00839802942653,0.500839802942653,1
33,2025-07-01,Flies,right,Chrome OS,37.2,47.04906274,1.33163839611731,0.133163839611731,1
34,2025-07-02,Stationary,left,Windows,27.5,91.03856235,4.48069044412235,0.448069044412235,1
34,2025-07-02,Stationary,right,Windows,27.5,91.03856235,3.85088587459485,0.385088587459485,1
34,2025-07-02,Dynamic,left,Windows,27.5,91.03856235,4.83666043318198,0.483666043318198,1
34,2025-07-02,Dynamic,right,Windows,27.5,91.03856235,3.72171726374356,0.372171726374356,1
34,2025-07-02,Flies,left,Windows,27.5,91.03856235,5.21836012551329,0.521836012551329,1
34,2025-07-02,Flies,right,Windows,27.5,91.03856235,3.57409045774363,0.357409045774363,1
35,2025-07-02,Stationary,left,Windows,34.1,113.2,4.99999999613144,0.499999999613144,0
35,2025-07-02,Stationary,right,Windows,34.1,113.2,4.99999999613144,0.499999999613144,0
35,2025-07-02,Dynamic,left,Windows,34.1,113.2,4.99999999613144,0.499999999613144,0
35,2025-07-02,Dynamic,right,Windows,34.1,113.2,4.99999999613144,0.499999999613144,0
35,2025-07-02,Flies,left,Windows,34.1,113.2,4.99999999613144,0.499999999613144,0
35,2025-07-02,Flies,right,Windows,34.1,113.2,4.99999999613144,0.499999999613144,0
36,2025-07-02,Stationary,left,Windows,34.7,58.28959845,5.91689278682513,0.591689278682513,1
36,2025-07-02,Stationary,right,Windows,34.7,58.28959845,2.35900734985588,0.235900734985588,1
36,2025-07-02,Dynamic,left,Windows,34.7,58.28959845,6.04878554212688,0.604878554212688,1
36,2025-07-02,Dynamic,right,Windows,34.7,58.28959845,5.83927629368227,0.583927629368227,1
36,2025-07-02,Flies,left,Windows,34.7,58.28959845,4.1625765855975,0.41625765855975,1
36,2025-07-02,Flies,right,Windows,34.7,58.28959845,4.33652797125663,0.433652797125663,1
37,2025-07-03,Stationary,left,Windows,33.2,110.1,4.99999999613144,0.499999999613144,0
37,2025-07-03,Stationary,right,Windows,33.2,110.1,4.99999999613144,0.499999999613144,0
37,2025-07-03,Dynamic,left,Windows,33.2,110.1,4.99999999613144,0.499999999613144,0
37,2025-07-03,Dynamic,right,Windows,33.2,110.1,4.99999999613144,0.499999999613144,0
37,2025-07-03,Flies,left,Windows,33.2,110.1,4.99999999613144,0.499999999613144,0
37,2025-07-03,Flies,right,Windows,33.2,110.1,4.99999999613144,0.499999999613144,0
38,2025-06-30,Stationary,left,OS X,26.4,87.51132791,5.69523809630723,0.569523809630722,1
38,2025-06-30,Stationary,right,OS X,26.4,87.51132791,4.94455046795787,0.494455046795787,1
38,2025-06-30,Dynamic,left,OS X,26.4,87.51132791,6.92069821908575,0.692069821908575,1
38,2025-06-30,Dynamic,right,OS X,26.4,87.51132791,5.36372126615712,0.536372126615712,1
38,2025-06-30,Flies,left,OS X,26.4,87.51132791,7.03877728752375,0.703877728752375,1
38,2025-06-30,Flies,right,OS X,26.4,87.51132791,5.62329223757579,0.562329223757579,1
39,2025-07-02,Stationary,left,Windows,37.4,123.9,4.99999999613144,0.499999999613144,0
39,2025-07-02,Stationary,right,Windows,37.4,123.9,4.99999999613144,0.499999999613144,0
39,2025-07-02,Dynamic,left,Windows,37.4,123.9,4.99999999613144,0.499999999613144,0
39,2025-07-02,Dynamic,right,Windows,37.4,123.9,4.99999999613144,0.499999999613144,0
39,2025-07-02,Flies,left,Windows,37.4,123.9,4.99999999613144,0.499999999613144,0
39,2025-07-02,Flies,right,Windows,37.4,123.9,4.99999999613144,0.499999999613144,0
40,2025-07-02,Stationary,left,Windows,31.7,105.2,4.99999999613144,0.499999999613144,0
40,2025-07-02,Stationary,right,Windows,31.7,105.2,4.99999999613144,0.499999999613144,0
40,2025-07-02,Dynamic,left,Windows,31.7,105.2,4.99999999613144,0.499999999613144,0
40,2025-07-02,Dynamic,right,Windows,31.7,105.2,4.99999999613144,0.499999999613144,0
40,2025-07-02,Flies,left,Windows,31.7,105.2,4.99999999613144,0.499999999613144,0
40,2025-07-02,Flies,right,Windows,31.7,105.2,4.99999999613144,0.499999999613144,0
41,2025-07-02,Stationary,left,Windows,13.2,43.74213788,4.99999999613144,0.499999999613144,0
41,2025-07-02,Stationary,right,Windows,13.2,43.74213788,4.99999999613144,0.499999999613144,0
41,2025-07-02,Dynamic,left,Windows,13.2,43.74213788,4.99999999613144,0.499999999613144,0
41,2025-07-02,Dynamic,right,Windows,13.2,43.74213788,4.99999999613144,0.499999999613144,0
41,2025-07-02,Flies,left,Windows,13.2,43.74213788,4.99999999613144,0.499999999613144,0
41,2025-07-02,Flies,right,Windows,13.2,43.74213788,4.99999999613144,0.499999999613144,0
42,2025-07-02,Stationary,left,Windows,22.7,39.36402816,6.73275169638417,0.673275169638417,1
42,2025-07-02,Stationary,right,Windows,22.7,39.36402816,5.46689908243497,0.546689908243497,1
42,2025-07-02,Dynamic,left,Windows,22.7,39.36402816,5.47210808531344,0.547210808531344,1
42,2025-07-02,Dynamic,right,Windows,22.7,39.36402816,5.16473741421967,0.516473741421967,1
42,2025-07-02,Flies,left,Windows,22.7,39.36402816,6.74287224005083,0.674287224005083,1
42,2025-07-02,Flies,right,Windows,22.7,39.36402816,4.78032361311785,0.478032361311785,1
43,2025-07-02,Stationary,left,Windows,16.4,54.5,4.99999999613144,0.499999999613144,0
43,2025-07-02,Stationary,right,Windows,16.4,54.5,4.99999999613144,0.499999999613144,0
43,2025-07-02,Dynamic,left,Windows,16.4,54.5,4.99999999613144,0.499999999613144,0
43,2025-07-02,Dynamic,right,Windows,16.4,54.5,4.99999999613144,0.499999999613144,0
43,2025-07-02,Flies,left,Windows,16.4,54.5,4.99999999613144,0.499999999613144,0
43,2025-07-02,Flies,right,Windows,16.4,54.5,4.99999999613144,0.499999999613144,0
44,2025-07-01,Stationary,left,Windows,30.1,46.74075438,4.35925733521451,0.435925733521451,1
44,2025-07-01,Stationary,right,Windows,30.1,46.74075438,2.2663364620192,0.22663364620192,1
44,2025-07-01,Dynamic,left,Windows,30.1,46.74075438,7.40637719153383,0.740637719153383,1
44,2025-07-01,Dynamic,right,Windows,30.1,46.74075438,1.44404483663912,0.144404483663912,1
44,2025-07-01,Flies,left,Windows,30.1,46.74075438,2.31538417668217,0.231538417668217,1
44,2025-07-01,Flies,right,Windows,30.1,46.74075438,1.49135212716571,0.149135212716571,1
45,2025-07-02,Stationary,left,Windows,37.8,125.0496601,8.0756737961679,0.80756737961679,1
45,2025-07-02,Stationary,right,Windows,37.8,125.0496601,7.58183442665894,0.758183442665894,1
45,2025-07-02,Dynamic,left,Windows,37.8,125.0496601,17.8899529751947,1.78899529751947,1
45,2025-07-02,Dynamic,right,Windows,37.8,125.0496601,11.3868756768158,1.13868756768158,1
45,2025-07-02,Flies,left,Windows,37.8,125.0496601,7.04766948912402,0.704766948912402,1
45,2025-07-02,Flies,right,Windows,37.8,125.0496601,5.59913297797184,0.559913297797184,1
46,2025-07-02,Stationary,left,Windows,31.4,104.1,4.99999999613144,0.499999999613144,0
46,2025-07-02,Stationary,right,Windows,31.4,104.1,4.99999999613144,0.499999999613144,0
46,2025-07-02,Dynamic,left,Windows,31.4,104.1,4.99999999613144,0.499999999613144,0
46,2025-07-02,Dynamic,right,Windows,31.4,104.1,4.99999999613144,0.499999999613144,0
46,2025-07-02,Flies,left,Windows,31.4,104.1,4.99999999613144,0.499999999613144,0
46,2025-07-02,Flies,right,Windows,31.4,104.1,4.99999999613144,0.499999999613144,0
47,2025-07-02,Stationary,left,Windows,34.1,47.5,2.04925062870903,0.204925062870903,1
47,2025-07-02,Stationary,right,Windows,34.1,47.5,2.79525998822023,0.279525998822023,1
47,2025-07-02,Dynamic,left,Windows,34.1,47.5,2.52308042972537,0.252308042972537,1
47,2025-07-02,Dynamic,right,Windows,34.1,47.5,2.50066445504924,0.250066445504925,1
47,2025-07-02,Flies,left,Windows,34.1,47.5,2.4420862254664,0.24420862254664,1
47,2025-07-02,Flies,right,Windows,34.1,47.5,2.97127669767584,0.297127669767584,1
48,2025-07-01,Stationary,left,OS X,36.2,51.6755451,2.49211144108025,0.249211144108025,1
48,2025-07-01,Stationary,right,OS X,36.2,51.6755451,1.79309946923349,0.179309946923349,1
48,2025-07-01,Dynamic,left,OS X,36.2,51.6755451,2.2456356799424,0.22456356799424,1
48,2025-07-01,Dynamic,right,OS X,36.2,51.6755451,2.02254666213732,0.202254666213732,1
48,2025-07-01,Flies,left,OS X,36.2,51.6755451,2.85465969981479,0.285465969981479,1
48,2025-07-01,Flies,right,OS X,36.2,51.6755451,1.17652184141298,0.117652184141298,1
49,2025-07-03,Stationary,left,Windows,34.3,113.7,4.99999999613144,0.499999999613144,0
49,2025-07-03,Stationary,right,Windows,34.3,113.7,4.99999999613144,0.499999999613144,0
49,2025-07-03,Dynamic,left,Windows,34.3,113.7,4.99999999613144,0.499999999613144,0
49,2025-07-03,Dynamic,right,Windows,34.3,113.7,4.99999999613144,0.499999999613144,0
