Subject,Date,Condition,Meridian,Device,ScreenWidth,distanceByBlindspot,Threshold,Bouma,GoodThreshold_bool
49,2025-07-03,Flies,left,Windows,34.3,113.7,4.99999999613144,0.499999999613144,0
49,2025-07-03,Flies,right,Windows,34.3,113.7,4.99999999613144,0.499999999613144,0
50,2025-07-03,Stationary,left,Windows,32.6,108.1,4.99999999613144,0.499999999613144,0
50,2025-07-03,Stationary,right,Windows,32.6,108.1,4.99999999613144,0.499999999613144,0
50,2025-07-03,Dynamic,left,Windows,32.6,108.1,4.99999999613144,0.499999999613144,0
50,2025-07-03,Dynamic,right,Windows,32.6,108.1,4.99999999613144,0.499999999613144,0
50,2025-07-03,Flies,left,Windows,32.6,108.1,4.99999999613144,0.499999999613144,0
50,2025-07-03,Flies,right,Windows,32.6,108.1,4.99999999613144,0.499999999613144,0
51,2025-07-02,Stationary,left,Windows,34.7,115,4.99999999613144,0.499999999613144,0
51,2025-07-02,Stationary,right,Windows,34.7,115,4.99999999613144,0.499999999613144,0
51,2025-07-02,Dynamic,left,Windows,34.7,115,4.99999999613144,0.499999999613144,0
51,2025-07-02,Dynamic,right,Windows,34.7,115,4.99999999613144,0.499999999613144,0
51,2025-07-02,Flies,left,Windows,34.7,115,4.99999999613144,0.499999999613144,0
51,2025-07-02,Flies,right,Windows,34.7,115,4.99999999613144,0.499999999613144,0
52,2025-07-01,Stationary,left,Windows,30.5,63.32157349,5.05386606169628,0.505386606169628,1
52,2025-07-01,Stationary,right,Windows,30.5,63.32157349,3.6792244699443,0.36792244699443,1
52,2025-07-01,Dynamic,left,Windows,30.5,63.32157349,5.38787737661261,0.538787737661261,1
52,2025-07-01,Dynamic,right,Windows,30.5,63.32157349,4.48129264627329,0.448129264627329,1
52,2025-07-01,Flies,left,Windows,30.5,63.32157349,6.99780717014931,0.699780717014931,1
52,2025-07-01,Flies,right,Windows,30.5,63.32157349,4.35532477766425,0.435532477766425,1
53,2025-07-02,Stationary,left,OS X,28.8,95.24036247,6.39486568240065,0.639486568240065,1
53,2025-07-02,Stationary,right,OS X,28.8,95.24036247,4.05918168174416,0.405918168174416,1
53,2025-07-02,Dynamic,left,OS X,28.8,95.24036247,4.81438023008706,0.481438023008706,1
53,2025-07-02,Dynamic,right,OS X,28.8,95.24036247,4.40132264212949,0.440132264212948,1
53,2025-07-02,Flies,left,OS X,28.8,95.24036247,8.6351470565249,0.86351470565249,1
53,2025-07-02,Flies,right,OS X,28.8,95.24036247,4.44096088478627,0.444096088478627,1
54,2025-07-02,Stationary,left,OS X,30.4,44.11041439,3.76657049426444,0.376657049426444,1
54,2025-07-02,Stationary,right,OS X,30.4,44.11041439,3.84214966389173,0.384214966389173,1
54,2025-07-02,Dynamic,left,OS X,30.4,44.11041439,4.44643567588397,0.444643567588397,1
54,2025-07-02,Dynamic,right,OS X,30.4,44.11041439,2.77350103319569,0.277350103319569,1
54,2025-07-02,Flies,left,OS X,30.4,44.11041439,2.71031580090618,0.271031580090618,1
54,2025-07-02,Flies,right,OS X,30.4,44.11041439,2.19764814081169,0.219764814081169,1
55,2025-07-03,Stationary,left,Windows,35.1,114.2755217,1.15046967056504,0.115046967056504,1
55,2025-07-03,Stationary,right,Windows,35.1,114.2755217,4.17247391224552,0.417247391224552,1
55,2025-07-03,Dynamic,left,Windows,35.1,114.2755217,7.307501059551,0.7307501059551,1
55,2025-07-03,Dynamic,right,Windows,35.1,114.2755217,5.96497575782796,0.596497575782796,1
55,2025-07-03,Flies,left,Windows,35.1,114.2755217,6.5026735362587,0.65026735362587,1
55,2025-07-03,Flies,right,Windows,35.1,114.2755217,6.66851031062433,0.666851031062433,1
56,2025-07-01,Stationary,left,OS X,28.8,49.52304438,1.91569329414494,0.191569329414494,1
56,2025-07-01,Stationary,right,OS X,28.8,49.52304438,2.34938927034957,0.234938927034957,1
56,2025-07-01,Dynamic,left,OS X,28.8,49.52304438,2.19199775491476,0.219199775491476,1
56,2025-07-01,Dynamic,right,OS X,28.8,49.52304438,1.56210858432588,0.156210858432588,1
56,2025-07-01,Flies,left,OS X,28.8,49.52304438,1.59680809279509,0.159680809279509,1
56,2025-07-01,Flies,right,OS X,28.8,49.52304438,1.94830830596098,0.194830830596098,1
57,2025-07-01,Stationary,left,Windows,30.4,44.79079716,1.3047395374919,0.13047395374919,1
57,2025-07-01,Stationary,right,Windows,30.4,44.79079716,2.91400421751325,0.291400421751325,1
57,2025-07-01,Dynamic,left,Windows,30.4,44.79079716,1.27093046167928,0.127093046167928,1
57,2025-07-01,Dynamic,right,Windows,30.4,44.79079716,2.16703597944327,0.216703597944327,1
57,2025-07-01,Flies,left,Windows,30.4,44.79079716,3.12973211994042,0.312973211994042,1
57,2025-07-01,Flies,right,Windows,30.4,44.79079716,1.30304018107594,0.130304018107594,1
58,2025-07-02,Stationary,left,Windows,29,45.6,0.401075549329056,0.0401075549329056,1
58,2025-07-02,Stationary,right,Windows,29,45.6,2.75762149731954,0.275762149731954,1
58,2025-07-02,Dynamic,left,Windows,29,45.6,5.92403966880518,0.592403966880518,1
58,2025-07-02,Dynamic,right,Windows,29,45.6,5.5323949089235,0.55323949089235,1
58,2025-07-02,Flies,left,Windows,29,45.6,5.61732543385352,0.561732543385353,1
58,2025-07-02,Flies,right,Windows,29,45.6,6.36707911086555,0.636707911086555,1
59,2025-07-02,Stationary,left,Windows,38,125.9,4.99999999613144,0.499999999613144,0
59,2025-07-02,Stationary,right,Windows,38,125.9,4.99999999613144,0.499999999613144,0
59,2025-07-02,Dynamic,left,Windows,38,125.9,4.99999999613144,0.499999999613144,0
59,2025-07-02,Dynamic,right,Windows,38,125.9,4.99999999613144,0.499999999613144,0
59,2025-07-02,Flies,left,Windows,38,125.9,4.99999999613144,0.499999999613144,0
59,2025-07-02,Flies,right,Windows,38,125.9,4.99999999613144,0.499999999613144,0
60,2025-07-03,Stationary,left,Windows,33.8,99.94951258,5.98805570782847,0.598805570782847,1
60,2025-07-03,Stationary,right,Windows,33.8,99.94951258,6.79381273838229,0.679381273838229,1
60,2025-07-03,Dynamic,left,Windows,33.8,99.94951258,10.0249081909313,1.00249081909313,1
60,2025-07-03,Dynamic,right,Windows,33.8,99.94951258,8.01475086412669,0.801475086412669,1
60,2025-07-03,Flies,left,Windows,33.8,99.94951258,10.8868959442168,1.08868959442168,1
60,2025-07-03,Flies,right,Windows,33.8,99.94951258,7.79974149124622,0.779974149124622,1
61,2025-07-02,Stationary,left,Windows,34.2,112.4901876,4.99999999613144,0.499999999613144,0
61,2025-07-02,Stationary,right,Windows,34.2,112.4901876,4.99999999613144,0.499999999613144,0
61,2025-07-02,Dynamic,left,Windows,34.2,112.4901876,5.9845440223449,0.59845440223449,1
61,2025-07-02,Dynamic,right,Windows,34.2,112.4901876,6.68443199051043,0.668443199051043,1
61,2025-07-02,Flies,left,Windows,34.2,112.4901876,3.55180004988802,0.355180004988802,1
61,2025-07-02,Flies,right,Windows,34.2,112.4901876,8.81229897410501,0.881229897410501,1
62,2025-07-02,Stationary,left,Windows,42.4,140.9,4.99999999613144,0.499999999613144,0
62,2025-07-02,Stationary,right,Windows,42.4,140.9,4.99999999613144,0.499999999613144,0
62,2025-07-02,Dynamic,left,Windows,42.4,140.9,4.99999999613144,0.499999999613144,0
62,2025-07-02,Dynamic,right,Windows,42.4,140.9,4.99999999613144,0.499999999613144,0
62,2025-07-02,Flies,left,Windows,42.4,140.9,4.99999999613144,0.499999999613144,0
62,2025-07-02,Flies,right,Windows,42.4,140.9,4.99999999613144,0.499999999613144,0
63,2025-07-02,Stationary,left,Windows,30.5,101,4.99999999613144,0.499999999613144,0
63,2025-07-02,Stationary,right,Windows,30.5,101,4.99999999613144,0.499999999613144,0
63,2025-07-02,Dynamic,left,Windows,30.5,101,4.99999999613144,0.499999999613144,0
63,2025-07-02,Dynamic,right,Windows,30.5,101,4.99999999613144,0.499999999613144,0
63,2025-07-02,Flies,left,Windows,30.5,101,4.99999999613144,0.499999999613144,0
63,2025-07-02,Flies,right,Windows,30.5,101,4.99999999613144,0.499999999613144,0
64,2025-07-02,Stationary,left,Windows,18.6,61.6,4.99999999613144,0.499999999613144,0
64,2025-07-02,Stationary,right,Windows,18.6,61.6,4.99999999613144,0.499999999613144,0
64,2025-07-02,Dynamic,left,Windows,18.6,61.6,4.99999999613144,0.499999999613144,0
64,2025-07-02,Dynamic,right,Windows,18.6,61.6,4.99999999613144,0.499999999613144,0
64,2025-07-02,Flies,left,Windows,18.6,61.6,4.99999999613144,0.499999999613144,0
64,2025-07-02,Flies,right,Windows,18.6,61.6,4.99999999613144,0.499999999613144,0
65,2025-07-02,Stationary,left,Windows,34.8,115.5,4.99999999613144,0.499999999613144,0
65,2025-07-02,Stationary,right,Windows,34.8,115.5,4.99999999613144,0.499999999613144,0
65,2025-07-02,Dynamic,left,Windows,34.8,115.5,4.99999999613144,0.499999999613144,0
65,2025-07-02,Dynamic,right,Windows,34.8,115.5,4.99999999613144,0.499999999613144,0
65,2025-07-02,Flies,left,Windows,34.8,115.5,4.99999999613144,0.499999999613144,0
65,2025-07-02,Flies,right,Windows,34.8,115.5,4.99999999613144,0.499999999613144,0
66,2025-07-02,Stationary,left,Windows,34,112.5943234,3.16853815358922,0.316853815358922,1
66,2025-07-02,Stationary,right,Windows,34,112.5943234,2.05152869557112,0.205152869557112,1
66,2025-07-02,Dynamic,left,Windows,34,112.5943234,2.62875371229284,0.262875371229284,1
66,2025-07-02,Dynamic,right,Windows,34,112.5943234,1.75085266276336,0.175085266276336,1
66,2025-07-02,Flies,left,Windows,34,112.5943234,3.01431076816677,0.301431076816677,1
66,2025-07-02,Flies,right,Windows,34,112.5943234,1.69017864422971,0.169017864422971,1
67,2025-07-02,Stationary,left,Windows,30.4,47.03132693,1.443951479293,0.1443951479293,1
67,2025-07-02,Stationary,right,Windows,30.4,47.03132693,1.96330241591691,0.196330241591691,1
67,2025-07-02,Dynamic,left,Windows,30.4,47.03132693,2.77338946813893,0.277338946813893,1
67,2025-07-02,Dynamic,right,Windows,30.4,47.03132693,6.73634881059056,0.673634881059056,1
67,2025-07-02,Flies,left,Windows,30.4,47.03132693,3.7573528826526,0.37573528826526,1
67,2025-07-02,Flies,right,Windows,30.4,47.03132693,5.09282937198371,0.509282937198371,1
68,2025-07-02,Stationary,left,Windows,34.4,35.81593693,4.99999999613144,0.499999999613144,0
68,2025-07-02,Stationary,right,Windows,34.4,35.81593693,4.99999999613144,0.499999999613144,0
68,2025-07-02,Dynamic,left,Windows,34.4,35.81593693,8.29801842871297,0.829801842871297,1
68,2025-07-02,Dynamic,right,Windows,34.4,35.81593693,3.19040392556246,0.319040392556246,1
68,2025-07-02,Flies,left,Windows,34.4,35.81593693,8.82822777982675,0.882822777982675,1
68,2025-07-02,Flies,right,Windows,34.4,35.81593693,5.01874289736365,0.501874289736365,1
69,2025-07-02,Stationary,left,OS X,28.6,22.59149364,4.02771124942818,0.402771124942818,1
69,2025-07-02,Stationary,right,OS X,28.6,22.59149364,2.21673113915801,0.221673113915801,1
69,2025-07-02,Dynamic,left,OS X,28.6,22.59149364,3.93185986687942,0.393185986687942,1
69,2025-07-02,Dynamic,right,OS X,28.6,22.59149364,5.08624142879597,0.508624142879597,1
69,2025-07-02,Flies,left,OS X,28.6,22.59149364,6.40573148523713,0.640573148523713,1
69,2025-07-02,Flies,right,OS X,28.6,22.59149364,3.93299992384077,0.393299992384077,1
70,2025-07-01,Stationary,left,Windows,53.9,153.9533051,1.69321129155229,0.169321129155229,1
70,2025-07-01,Stationary,right,Windows,53.9,153.9533051,1.71717969314212,0.171717969314212,1
70,2025-07-01,Dynamic,left,Windows,53.9,153.9533051,9.15574863711841,0.91557486371184,1
70,2025-07-01,Dynamic,right,Windows,53.9,153.9533051,4.71846101326796,0.471846101326796,1
70,2025-07-01,Flies,left,Windows,53.9,153.9533051,6.41433951973793,0.641433951973793,1
70,2025-07-01,Flies,right,Windows,53.9,153.9533051,4.49221891332461,0.449221891332461,1
