experiment,pavloviaSessionId,posixTimeSec,cursorPositionXYPx,crosshairPositionXYPx,targetPositionXYPx,blockNumber,block_condition,conditionNumber,conditionName,trialNumber,pxPerCm,viewingDistanceCm,screenWidthPx,screenHeightPx,nearpointXYPx,trialStep,targetBool,crosshairBool
displacefixationgravflies1,NiceGrayFox067,1710877152.628,"2551,2843","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.643,"2550,2840","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.66,"2550,2830","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.675,"2551,2822","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.692,"2552,2811","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.707,"2554,2799","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.724,"2559,2786","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.739,"2564,2758","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.756,"2569,2708","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.771,"2571,2635","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.788,"2575,2532","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.803,"2575,2532","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.82,"2588,2342","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.836,"2592,2225","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.853,"2596,2136","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.868,"2599,2060","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.883,"2605,2006","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies1,NiceGrayFox067,1710877152.9,"2618,1972","2560,1440",,37,37_1,1,,1,87.97250859106529,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
