experiment,pavloviaSessionId,posixTimeSec,cursorPositionXYPx,crosshairPositionXYPx,targetPositionXYPx,blockNumber,block_condition,conditionNumber,conditionName,trialNumber,pxPerCm,viewingDistanceCm,screenWidthPx,screenHeightPx,nearpointXYPx,trialStep,targetBool,crosshairBool
displacefixationgravflies2,SpeedyGrayShark742,1711292611.59,"2604,2811","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.606,"2604,2773","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.622,"2606,2720","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.638,"2627,2535","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.654,"2652,2272","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.67,"2666,2115","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.686,"2666,2115","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.702,"2670,2006","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.719,"2672,1935","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.734,"2672,1887","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.751,"2669,1861","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.767,"2667,1848","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.783,"2665,1843","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.799,"2665,1843","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.815,"2665,1843","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.83,"2665,1843","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.846,"2664,1843","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.862,"2664,1842","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.878,"2662,1840","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.894,"2661,1837","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.91,"2660,1835","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
displacefixationgravflies2,SpeedyGrayShark742,1711292611.926,"2659,1834","2560,1440",,13,13_1,1,,1,87.37201365187713,40,5120,2880,"2560,1440",trialInstructionRoutineBegin,FALSE,FALSE
